date,meantemp,humidity,wind_speed,meanpressure
2009-03-21,15.062155426995536,60,8.569740859144488,1030.6390014489953
2009-03-22,23.90164056081244,33,0.9274698017365315,1003.2592586839103
2009-03-23,26.78556285755873,79,7.474436960895639,1007.1132806884864
2009-03-24,32.38947022370758,98,3.7425271365254953,1023.975435703038
2009-03-25,22.40864890863176,59,5.046019514235464,1026.3021977183748
2009-03-26,20.95753198553406,88,9.324165723532873,1008.2565704642808
2009-03-27,22.491214782077318,96,3.653729294990532,1007.5611393467442
2009-03-28,29.57701058851037,74,4.920700872425117,1008.477865100695
2009-03-29,26.643755548298422,33,0.6299829402264705,998.9490503595605
2009-03-30,22.351198981164806,55,1.2751878400459644,1002.2858881782593
2009-03-31,27.56633716556678,56,2.9566201157804484,1002.5270735496985
2009-04-01,25.4853877467402,75,0.7645962878002068,1012.0590152619436
2009-04-02,29.843224952664446,93,6.4980655974583845,1017.7083651583396
2009-04-03,21.489734530613237,80,4.550784389615414,1019.3347283164237
2009-04-04,23.361689267011158,79,5.707379425916209,1009.9143774672432
2009-04-05,23.039459234339212,35,2.159148266015131,1010.1601288371912
2009-04-06,17.682425259339407,88,3.311354279647853,1016.2366149515126
2009-04-07,26.48060138532288,44,6.806332511100889,1000.0398544285057
2009-04-08,26.305276360899448,59,9.670375874488798,1024.594405320831
2009-04-09,25.025567283212304,71,0.9789593492209874,1027.8538527901428
2009-04-10,23.827064333124266,66,8.958651048125027,1008.7441936231196
2009-04-11,17.92314628974793,71,5.98037141245648,1011.0156384065122
2009-04-12,22.896773386173205,64,5.857235884178425,1027.4331222484516
2009-04-13,23.286427417366152,35,5.2526460844737235,1013.7694840901011
2009-04-14,20.988613653891903,97,1.1592438160897423,1020.8824544595163
2009-04-15,24.193571441669953,47,1.3538300914935264,1014.0769460619923
2009-04-16,27.020254284072692,58,6.208664053761318,1030.5630738848026
2009-04-17,34.43092950605265,88,3.739106428637804,1019.900796282515
2009-04-18,25.872889064159196,76,9.214046632487966,1020.4765577191919
2009-04-19,26.28775195361382,46,4.362610104914987,1020.6630653873359
2009-04-20,24.627770421169163,51,1.8611738576750902,1009.4488626367229
2009-04-21,15.406143923504793,97,7.289828918269342,1010.3676086307746
2009-04-22,24.867430622753915,98,3.2868575036895935,1022.6924563955997
2009-04-23,25.301151049705133,66,5.491967919880985,1016.2641282943362
2009-04-24,37.316210562426434,78,7.129411462299116,1003.2238899218822
2009-04-25,24.038195176094387,42,9.05250905641967,1033.7310442462478
2009-04-26,26.507736711668063,63,8.025816350615923,1024.780718672971
2009-04-27,24.826441151473784,82,6.925430144790879,1015.3762632384502
2009-04-28,19.15660981190234,80,6.956515232753864,1012.2649901820004
2009-04-29,30.714114072575104,32,9.486284118304821,1016.9867585753009
2009-04-30,28.759665163433873,71,3.3103289262170925,1020.1752009915742
2009-05-01,28.955159735215233,61,0.5105648948637804,994.6699926432996
2009-05-02,20.453062726026303,80,3.0835683142828874,1036.1234970948576
2009-05-03,32.013971554680495,75,2.569968106454068,1007.1011569083308
2009-05-04,17.990744686038596,50,6.787428558582983,1014.9809436701124
2009-05-05,27.934285469001352,73,6.520260197772526,1015.3486688277915
2009-05-06,35.952278129049894,40,6.137883135694876,1034.9685021868886
2009-05-07,20.04731837434656,97,0.6543127104898101,1014.118761589933
2009-05-08,22.16851135198614,30,7.423391517281151,1030.8850729435362
2009-05-09,25.498256825438204,92,3.5735389186121695,1019.0672746946111
2009-05-10,22.482621729419005,53,6.818031895562996,1005.3811513779405
2009-05-11,17.246682844669337,42,5.787495070770457,1016.3470746810281
2009-05-12,25.342814874030136,40,3.755943791565118,1013.8149127828509
2009-05-13,19.688481431369475,80,1.7784745374890236,1004.1592951509577
2009-05-14,27.36796215317591,46,1.396979527774569,1018.5772276947224
2009-05-15,20.402878828830985,53,8.399424164566124,1015.2210274984985
2009-05-16,32.7496720250877,48,9.224776649774801,1020.5642170545854
2009-05-17,21.083733538318814,66,6.672986444260846,1016.9335277959832
2009-05-18,23.38969241897162,37,1.482624091174592,1008.4889710298593
2009-05-19,29.067586086848348,57,4.319258560438287,1022.6833399229032
2009-05-20,18.845678417830225,34,7.424922400998994,1008.7560171974642
2009-05-21,26.137299673020646,46,7.908298398095647,984.0032947721672
2009-05-22,31.53571377141214,65,1.6230769117653416,1016.2865294795422
2009-05-23,16.96258382719386,48,0.5002918290311329,1009.4592627276601
2009-05-24,25.92316929266152,93,7.265301935865748,1018.8213050439664
2009-05-25,26.299413971242117,40,3.8876636718689537,1034.9887173593972
2009-05-26,28.90911435888655,83,2.9175726503734722,1035.2773969314806
2009-05-27,18.81524644560959,74,0.6225259630004917,1013.3487707777816
2009-05-28,18.397716934578618,76,5.632844364234247,1006.7348482875394
2009-05-29,27.60970782808449,41,8.585931986546827,1020.8468328191792
2009-05-30,26.48492336616593,50,9.597500639589585,1011.2977440813364
2009-05-31,26.252464251729382,40,5.874577030826248,1018.9177652234695
2009-06-01,26.732241047484877,34,5.387382613528994,1008.3913923777314
2009-06-02,21.599876392107547,85,1.3080356621477904,1017.5069241602275
2009-06-03,26.161268485805017,49,5.714291614654698,1006.8802584770652
2009-06-04,26.465362366493405,70,4.109801250171249,1026.8425341603147
2009-06-05,21.42824290986816,75,6.2677851683939805,1009.1002230924739
2009-06-06,34.328872555723784,41,4.192900304827194,1021.6110253573497
2009-06-07,27.36916460455894,99,2.782841672778484,1002.3523271681448
2009-06-08,19.043482513986756,46,1.4021701146695769,1022.8117385661069
2009-06-09,28.28276804316915,48,3.4917252235945093,1005.336159307318
2009-06-10,20.126591648863393,55,1.4181259257336467,1017.611768069745
2009-06-11,28.93542301871226,77,2.1805210328278473,1025.2320097334798
2009-06-12,30.79297789503702,81,9.879693506505687,1013.0001710144322
2009-06-13,20.89658840824145,99,4.718983790612877,1004.7083308925406
2009-06-14,29.81688064622161,84,5.552781781797657,1019.9681250713592
2009-06-15,27.06390463468249,62,8.799376023003546,1006.5901860101345
2009-06-16,29.11030079997245,91,9.957904554661534,1010.9575440080278
2009-06-17,34.48396491326974,52,6.035787268774475,1017.6546265949572
2009-06-18,23.773059419985646,44,8.21850129991963,1028.606760361077
2009-06-19,21.23131917821255,56,3.605939731198415,1015.2655335379947
2009-06-20,20.552427851872384,93,3.4045675957492656,1015.2285750984512
2009-06-21,20.920948575172808,80,4.325685349448322,1022.3751289362285
2009-06-22,24.614491452929478,82,6.888818995399666,1015.5037189667299
2009-06-23,26.70575987408322,80,6.980821047923438,1021.355301998329
2009-06-24,26.383453996650097,76,3.4947746291697825,1025.7853354606295
2009-06-25,29.13591624518012,33,1.7654942792979726,1011.72262849732
2009-06-26,25.065009459389536,36,6.507764436422331,982.2498936608655
2009-06-27,32.26767038578659,64,1.7190956907932629,1006.8207290641453
2009-06-28,23.67671583381022,77,5.995678828178636,1027.086820108353
2009-06-29,38.600845832948096,74,7.087510216534936,1014.6623521860234
2009-06-30,28.12833673882503,48,7.155809215747291,1011.608697290721
2009-07-01,20.714212217918586,92,7.657985051266169,1026.6678499320321
2009-07-02,19.64553750969444,67,8.792164504873814,1013.986750837701
2009-07-03,27.412362076215928,96,5.24961042366549,994.0746679425084
2009-07-04,23.882686073370746,88,7.437367300530926,999.9469793899166
2009-07-05,28.57000247046046,98,6.3821409859754485,1019.1864802081691
2009-07-06,27.366188122867726,42,2.2730794280779842,1014.3310905840527
2009-07-07,24.635855436715637,76,0.7440516262593776,1029.5465647882922
2009-07-08,20.766031409657977,90,3.203143163930871,1007.6673131619582
2009-07-09,17.425763876570677,60,4.708820210207384,1011.9049923799621
2009-07-10,22.767425239664895,51,6.362506472072234,1006.1549692693998
2009-07-11,29.28199397161736,72,8.574613639780452,1009.7940582231955
2009-07-12,26.07046872065102,96,2.3643343087085738,996.0809609874638
2009-07-13,18.771306106440058,83,1.6927230040355323,1011.1431533594947
2009-07-14,25.86590462925591,39,9.653059501006112,1014.481311362301
2009-07-15,26.926586898644185,71,1.5264233140758676,1013.6366915753432
2009-07-16,20.580712818994336,93,5.045665166018297,1036.495532637328
2009-07-17,25.76862552972764,50,6.062855423536368,1033.3348457717698
2009-07-18,25.29104359223,95,5.643056998620663,1007.4910052903891
2009-07-19,19.285148510846884,70,1.3173054918129603,994.560633053474
2009-07-20,26.788936801741418,53,1.041755683034384,1014.0079964706845
2009-07-21,27.80392263184117,64,1.5020925608798388,1018.7651013817062
2009-07-22,30.415256215876383,85,6.063082996789819,1006.3951592661716
2009-07-23,30.269010260174515,59,5.67127643252605,1006.8902436607427
2009-07-24,18.111653160214544,86,2.72053752434907,1030.8255496931254
2009-07-25,20.310874800424386,76,6.55885434753312,1012.424484288547
2009-07-26,27.5751763360433,64,8.290641269528669,1021.6225018569573
2009-07-27,27.568929754561044,48,0.8950001185426408,1005.6969430214556
2009-07-28,27.575238431530238,37,5.232234463706403,1014.430595412752
2009-07-29,44.26365745327361,55,7.048448914975558,1011.6366164636548
2009-07-30,27.854452553465833,59,2.8969633071620273,1008.2462676119671
2009-07-31,30.677828200902994,36,3.4238236002849165,1026.553004115217
2009-08-01,29.770008817466014,96,6.329560078399147,1001.1112299036698
2009-08-02,28.25695625652899,94,9.0303852877155,1018.0005682551129
2009-08-03,23.42365377679827,65,8.194281992877544,1011.448783445095
2009-08-04,28.794846102466337,54,6.039737081446043,1019.1482448203587
2009-08-05,21.13587392731214,66,7.437106318693868,1011.5842336778164
2009-08-06,23.815906966299956,30,3.9658134669740877,1023.6719306191894
2009-08-07,22.573182260854484,44,6.5891725169381985,1005.6029740174785
2009-08-08,25.409370696931614,66,4.928725115711791,1026.575531916753
2009-08-09,36.573292833367546,42,2.3043932963468285,1014.7119730532557
2009-08-10,15.66367403704126,37,7.166513601833943,1001.7149747098488
2009-08-11,28.43130095187257,34,5.786414054813809,1021.8021545590283
2009-08-12,16.936420644051744,89,3.9069050285591183,1013.0115025648234
2009-08-13,22.640340671052833,30,9.157722305746992,997.9216207386046
2009-08-14,30.444752984836832,65,0.698874119353966,1018.3246808375887
2009-08-15,25.321400095477316,64,3.499844936870212,1025.065957152777
2009-08-16,19.61127611035347,95,1.0403732788876423,1027.8213574036013
2009-08-17,21.42348145370016,92,7.782009504105458,1011.2164811740023
2009-08-18,28.39798874467338,52,7.170020814081029,1016.4531805532574
2009-08-19,21.34816684141432,38,3.6478460779950117,1015.5053634279291
2009-08-20,26.082292947909874,63,6.918797570967194,1029.8980263157134
2009-08-21,25.22785919951907,75,4.261403648861524,1006.8951141762668
2009-08-22,21.741998261970913,33,7.684411018513126,1010.3534054779545
2009-08-23,35.719720446626624,59,4.814744795998708,1006.652796905502
2009-08-24,28.169595111590056,32,4.416657414400823,1000.5084947688712
2009-08-25,14.874287066711965,43,9.379934197138859,1017.4778718105208
2009-08-26,25.93227157384714,89,2.883351448961652,1031.012983317776
2009-08-27,21.69106767615806,74,1.6442497299673715,1013.0151554148493
2009-08-28,29.26216667398112,63,6.053159575964853,1006.1810337845686
2009-08-29,21.037396307836495,74,9.708557216699699,1016.8685970223207
2009-08-30,24.426317792665504,90,4.089472530408273,1020.8911817877265
2009-08-31,27.524936394902287,45,1.0893492544734245,1013.4363686256343
2009-09-01,29.328775970850607,95,3.723400039440891,1029.0353533195419
2009-09-02,18.998517964721117,69,5.306350716035805,1006.8763810571248
2009-09-03,23.327493820795258,46,2.03826856300603,1012.1303036348763
2009-09-04,22.62527344419522,63,6.7519710715366745,1017.9598790484296
2009-09-05,21.73335383713144,45,9.978619195596906,1018.9296375261782
2009-09-06,33.82727120140548,89,4.791525021823716,1015.4722809229816
2009-09-07,27.024908554804778,95,3.8699212889370203,1002.2158007764285
2009-09-08,18.695580228324772,95,4.306689584927433,1038.3801140420633
2009-09-09,29.58930973527388,42,1.5938886947544109,1012.640300849539
2009-09-10,35.610780985063165,85,8.891099213549126,1016.1026751858466
2009-09-11,30.162326302755734,60,4.440843727452844,1021.1676109317298
2009-09-12,17.403150170229935,63,4.179106908535992,1008.6349463735047
2009-09-13,22.578829635668743,68,6.767057592839506,1015.5692642087078
2009-09-14,31.334555745933113,96,4.699317498845674,1008.2280976234671
2009-09-15,21.461652671906094,37,6.658217953674537,1019.1555074147423
2009-09-16,27.219097140731144,84,1.0837397562424813,1012.2397735144443
2009-09-17,28.873170267146683,56,8.230371765361161,1017.6871852730467
2009-09-18,20.365347642109583,82,9.434787552354324,1004.534626535144
2009-09-19,24.702373219691,68,6.663271168514166,1006.710835659938
2009-09-20,8.793663299654636,94,9.568376324158702,1001.348593231432
2009-09-21,19.878061793328552,46,1.9386069865146514,1007.8946992067379
2009-09-22,23.7371592430342,59,5.03545380006336,989.2647575630186
2009-09-23,18.761084090175753,82,6.217163972481749,1011.9289979431218
2009-09-24,33.16205651965818,42,6.026498150501274,1009.6575972803707
2009-09-25,17.849293110196836,50,4.313886901345911,1016.5091096362507
2009-09-26,22.799777566515083,48,3.7118018889794833,1015.4460772443429
2009-09-27,25.653702886430455,82,1.7048282142289786,1027.5707976848107
2009-09-28,32.20636644533058,48,4.221553280341643,1040.9431018477412
2009-09-29,17.8206892441028,86,2.045277743502109,1026.3753901315063
2009-09-30,30.815818760774796,54,7.476473926676075,1010.4689241062491
2009-10-01,25.051165305097935,60,2.4838938871986045,1010.0660925029011
2009-10-02,20.092456744760245,84,1.0563704002030716,1023.6866304235572
2009-10-03,27.310517371316354,52,5.747478309263726,998.1665530542717
2009-10-04,25.99529847786735,61,6.154682460834315,1011.8479707383652
2009-10-05,21.998915614206027,91,8.783174082164802,1012.6184706495615
2009-10-06,25.349010424950094,39,5.981325317967977,1020.8413148481881
2009-10-07,23.0734320156912,83,3.7820681103727343,1021.1386634614078
2009-10-08,25.56758672625624,81,8.128612874500046,1007.5543945960698
2009-10-09,28.310653372605234,49,5.6326494852805,1010.8562733829482
2009-10-10,32.93008408072676,61,1.2531627039963216,1019.4510425483271
2009-10-11,18.810922505865754,43,5.875580322975843,1007.0107934408123
2009-10-12,35.665166873281336,79,9.126176181505793,1027.061184347743
2009-10-13,15.239561002387491,57,4.264969942233096,1021.0917523344024
2009-10-14,24.241074524822082,82,3.3150951180481005,1016.7150954819484
2009-10-15,27.941586032422883,53,1.8629598416711906,1018.9094059828092
2009-10-16,26.404959338675162,51,1.9387324583858945,1010.331093830592
2009-10-17,21.88650240089703,59,4.6113291012472795,1008.7370857781239
2009-10-18,23.959388748213623,92,6.1589583295345305,1010.7527778386128
2009-10-19,22.534995326705836,33,1.2658463491112166,1019.9996669225985
2009-10-20,22.053176215278942,88,9.425901595739074,1017.0101498070866
2009-10-21,29.248010485105123,37,7.6737693657293615,1010.7728554030729
2009-10-22,26.785077429825236,41,6.072927223694795,1022.4958174330766
2009-10-23,21.535452023696728,60,8.370167373920413,1013.2605357766384
2009-10-24,29.497999377166252,63,1.2617741897150763,1008.0668925441083
2009-10-25,26.536497604383047,78,5.0299693384646815,1017.5434150929852
2009-10-26,29.0643105941948,86,6.485884705185803,1004.8697048837716
2009-10-27,28.14814420961806,55,8.372202608123747,998.127762500643
2009-10-28,20.855024945389637,47,7.942960820468043,1014.9489542443473
2009-10-29,22.199094799015153,67,3.1321578722772965,1008.4258620628912
2009-10-30,28.736468025616308,79,9.438361610812441,1012.4584564733015
2009-10-31,28.051851327167324,37,1.6812854935932684,1005.3326708185555
2009-11-01,24.89549203017926,70,8.813769376900945,1027.0893213970257
2009-11-02,25.58663691654391,35,9.723932371243876,1008.3850725607186
2009-11-03,31.388324478942124,98,2.1829584706149427,1010.6800062182919
2009-11-04,22.04214305582085,73,7.35962760993596,1018.7788326758323
2009-11-05,27.735486905850188,93,0.8827124283909854,1001.2338570167732
2009-11-06,23.98903673783053,58,4.351516838821972,1000.494502267513
2009-11-07,23.9115939838639,57,5.4046913423779035,1018.8095283569342
2009-11-08,30.49388425993595,40,6.016129646141524,1010.5505236953783
2009-11-09,29.12708174494015,94,9.391403858361315,1005.9850489310585
2009-11-10,29.067548180003193,48,6.88638152929485,1021.0337317294732
2009-11-11,31.527394035771646,38,5.072140536582752,1006.88078340892
2009-11-12,25.105019208163796,56,8.191912844525948,1012.2548770045107
2009-11-13,28.40976485647482,63,9.530061799066885,1006.0386953202749
2009-11-14,23.44866621703272,73,0.709628412481763,1018.0343718624982
2009-11-15,26.62083176244221,97,9.833952086432367,1028.3207619271677
2009-11-16,24.349284728161578,44,1.3182553211049632,996.3896007066788
2009-11-17,25.48497982496359,80,8.236674403053232,1016.1265768875064
2009-11-18,27.97578512718457,42,3.1631801492384186,1023.5658844188636
2009-11-19,20.908896583832636,78,1.7557067486617817,1010.7852225269422
2009-11-20,35.4619363784273,99,4.678628577281431,1003.6895762570412
2009-11-21,19.96991309250149,85,6.617587504752328,1019.209635271274
2009-11-22,18.92905693606134,80,4.119042527723012,1025.016535033771
2009-11-23,30.790554367500338,66,1.01837137868564,1023.9052217764547
2009-11-24,28.95831346981468,46,6.1948808267578075,1018.6590933791483
2009-11-25,28.120599085260775,87,9.07283112305141,1015.9791373760864
2009-11-26,28.1417275463214,58,4.140545976498891,1006.009874446157
2009-11-27,24.938766135765427,62,2.555161387492857,1023.6524495034395
2009-11-28,20.51372814257084,89,4.704484786361746,1023.099568133525
2009-11-29,25.37902279096863,84,0.9594457549634183,1003.6194168134473
2009-11-30,21.61419144243944,39,8.29463205256261,1018.6447972784649
2009-12-01,29.875598667088756,76,8.350237704026775,1021.5282387551979
2009-12-02,24.264713092489306,52,6.08600440258147,1023.821137720755
2009-12-03,20.872514016037442,50,3.8544774449147,1014.2501038087278
2009-12-04,23.393070791735035,42,8.097941962234941,1006.4243242585386
2009-12-05,27.06465727137812,62,5.769526735489488,1009.9788382013595
2009-12-06,22.181377235980126,53,8.346356931225154,1004.9275014154404
2009-12-07,20.888898022167844,40,6.498858529538696,1014.4893933488502
2009-12-08,26.218436057459563,46,7.951851995521574,1012.5311460343131
2009-12-09,26.224832855543614,97,6.1863484355687195,1036.450364207687
2009-12-10,22.46528412314435,76,4.434340148048829,1023.9467714243813
2009-12-11,22.644808471908387,54,9.600485669298306,1024.695480668891
2009-12-12,26.16024968678818,50,5.640581336349025,1019.7135249082772
2009-12-13,17.75957829251338,41,6.248350426135115,1011.3268235333148
2009-12-14,17.962681128117225,66,2.594632574440118,1012.2461004118193
2009-12-15,21.40777889373782,71,6.443682499559126,1013.1613070018338
2009-12-16,23.932764241440765,46,5.930272670087967,1016.8823327270113
2009-12-17,26.554537827990025,77,2.255964780496737,1018.8916981022345
2009-12-18,32.37678108474776,57,1.0660774248548652,1015.0070862768052
2009-12-19,29.288298116010097,70,6.241413537290326,1012.0940152265687
2009-12-20,24.200307350182864,76,7.755076558828045,1009.0588436951201
2009-12-21,24.904918960486555,47,5.472313023759078,1001.0735124221675
2009-12-22,19.987353176810956,42,2.654339940536634,1027.8337916504665
2009-12-23,24.90743432003805,42,6.831958778583831,1037.055295682654
2009-12-24,23.55670680539931,60,1.2610044027912213,1026.9933678092825
2009-12-25,26.613592801690448,31,4.697420195618569,1002.4093437406925
2009-12-26,20.863845282238387,45,2.0519842047849917,1022.8701656964089
2009-12-27,27.596732571205862,38,2.2523609850688917,1025.2377630162082
2009-12-28,32.66369456501289,67,2.4217925170029346,1010.9656230137864
2009-12-29,24.456199257715713,83,4.17371704191779,1019.8892723963903
2009-12-30,27.008558610494706,85,0.9859269533937774,1010.4369696747738
2009-12-31,28.450719958555563,74,4.279037688826433,1030.2892899481374
2010-01-01,22.993897640570818,63,5.361220747589658,1018.6537092221531
2010-01-02,26.120462409052084,38,5.091295707180089,1005.8284450862895
2010-01-03,25.062962003908975,37,4.136448953828886,1021.6980809800934
2010-01-04,25.48838049274416,36,8.47189277667215,1025.5878067349024
2010-01-05,21.13495108072267,65,1.8806035779947892,1016.9813165113587
2010-01-06,25.122550871294713,47,5.304119065923053,1019.7944169174327
2010-01-07,27.489991456227248,32,1.0893934610872658,1014.302465707712
2010-01-08,32.25571803897521,57,1.1759789493401427,1003.6571954685377
2010-01-09,29.796354130426035,99,5.951725571932415,1013.482662415795
2010-01-10,35.76591228755778,73,5.877175036434299,1020.2303963296356
2010-01-11,21.163262185559752,50,8.841318372022341,1013.7197313201676
2010-01-12,29.361603183603393,57,5.799799918770695,1023.0076542673959
2010-01-13,25.91671002869176,83,9.618014693846076,1011.0781843880242
2010-01-14,35.94901466608836,83,0.9626010597993329,1011.7340917254917
2010-01-15,20.958508573224243,94,1.4310730054170402,1023.311199979939
2010-01-16,20.801390789096118,50,0.9186256849186232,1017.2185251680304
2010-01-17,22.00303677277989,42,2.26013007816863,1010.8827841884441
2010-01-18,14.380521378450965,86,5.642066053945942,1025.3380537600863
2010-01-19,22.371224891596196,78,6.632935723560566,1008.1126428204947
2010-01-20,21.20433669223151,83,0.9330590005123536,1007.7305104098265
2010-01-21,25.75196893238104,39,9.486723453533193,986.7055118893593
2010-01-22,26.708779878885796,82,8.50057107817862,1009.4603145142255
2010-01-23,34.38085419607943,73,3.3178185804923848,1028.087166789223
2010-01-24,29.75211919093025,76,1.2332815371514456,994.2770731382756
2010-01-25,22.115481721687985,82,2.113927195581044,1005.4807985977078
2010-01-26,20.50792664325821,75,1.7059719306722405,1019.3906855589017
2010-01-27,27.459595857532527,42,1.671195903339995,992.5513322610727
2010-01-28,18.398833964896788,66,5.426336042324472,1009.8930138649024
2010-01-29,34.157293829271765,53,2.8355507036873027,1026.4086321561074
2010-01-30,30.897200603606436,31,3.902327307026872,1035.43025801849
2010-01-31,22.654121739476476,43,9.900300667151063,1017.9024656566703
2010-02-01,16.434327354545612,39,7.000985364790775,1005.7353298175889
2010-02-02,31.769361870827062,64,9.515316336946512,1005.3987126135172
2010-02-03,24.42730077373691,54,1.8542872728145983,1016.449079693309
2010-02-04,31.189081559867308,32,4.130325010909408,1017.809633211651
2010-02-05,17.027861706028165,46,5.769952131182365,1033.5792876005826
2010-02-06,22.003124885231134,41,1.2292015879430112,1024.708048525372
2010-02-07,25.026218498590914,83,0.5397807144655997,1015.8410648788849
2010-02-08,25.23490296882371,53,6.869126171070716,1011.6479274674058
2010-02-09,22.74967264260378,58,6.597285409613636,1045.1471170930222
2010-02-10,28.114249661737492,72,4.402493694996312,1021.2659479999589
2010-02-11,19.661897853087027,54,5.15161872230431,1008.3124828642245
2010-02-12,24.288102574893532,89,4.446708505624851,1012.7537707640852
2010-02-13,25.601478158559495,94,0.7280479260264441,1006.225452599969
